index,id,name,artists,danceability,duration_ms,energy,instrumentalness,liveness,popularity,speechiness
390,2snje5S3lADtvrOv1Ur6oR,Primera Cita,['J Balvin'],0.825,174427,0.702,0.000112,0.0845,0,0.0826
391,45zKF2Het4vI1SVM2I1O9H,Te Recordaré Bailando,['Don Omar'],0.718,213240,0.887,0.00000295,0.0564,0,0.0442
392,3NtCQJ1eIoctlGZpBWUij4,Piteo,['Vyacheslav Sketch'],0.397,425567,0.248,0.932,0.109,0,0.0307
393,3NtCQJ1eIoctlGZpBWUij4,Piteo,['Vyacheslav Sketch'],0.397,425567,0.248,0.932,0.109,0,0.0307
394,2Z3oQfY9nxmdGoGkNpAGDD,Piteo,['Vyacheslav Sketch'],0.397,425567,0.248,0.932,0.109,0,0.0307
395,2Z3oQfY9nxmdGoGkNpAGDD,Piteo,['Vyacheslav Sketch'],0.397,425567,0.248,0.932,0.109,0,0.0307
396,53scQUY0oBinjwzUVQ4QRG,La Maquina De Baile,['Daddy Yankee'],0.69,164080,0.952,0.00000314,0.355,0,0.0845
397,5zGtqqrVLjq8OSU3fnbF1H,Guaya Guaya,['Don Omar'],0.787,194013,0.872,0.000193,0.136,0,0.143
398,4neQfm82J2VNUhRKUObj3t,Guaya Guaya,['Don Omar'],0.787,194013,0.872,0.000193,0.136,0,0.143
399,4kLfRdp8IpBkWd2qr2IzZJ,Guaya Guaya,['Don Omar'],0.787,194013,0.872,0.000193,0.136,0,0.143
400,3ocQmYIjC25IguRalaVV7M,Guaya Guaya,['Don Omar'],0.787,194013,0.872,0.000193,0.136,0,0.143
401,45NMZG4iPe2BA5x49quB7F,QUE PRETENDES,"['J Balvin', 'Bad Bunny']",0.639,222347,0.791,0,0.362,0,0.254
402,1w4Hszu5R25vG9WWW6m63b,QUE PRETENDES,"['J Balvin', 'Bad Bunny']",0.639,222347,0.791,0,0.362,0,0.254
403,16XkmqHhBEjtB3hW7yE87w,QUE PRETENDES,"['J Balvin', 'Bad Bunny']",0.639,222347,0.791,0,0.362,0,0.254
404,0vl4sezqFl8D42XIvenINF,QUE PRETENDES,"['J Balvin', 'Bad Bunny']",0.639,222347,0.791,0,0.362,0,0.254
405,4qHZtJoyAesNKMF7I1GGkO,She Tells Me - Live Demo 2012,['Minartist'],0.586,159947,0.65,0.0259,0.14,0,0.0448
406,6f40eqAkAtDKodipTfThZc,Blame It On Me,['Morgan Wallen'],0.63,162667,0.836,0,0.312,73,0.0438
407,2qLuI34UX1zXS3zH9i3KIs,Conteo - Fast And The Furious: Tokyo Drift Version,['Don Omar'],0.731,196453,0.724,0,0.334,0,0.0931
408,5Yq1l5HsWQItdObCUVGrdN,Alguien Robo,"['Sebastian Yatra', 'Wisin', 'Nacho']",0.745,223613,0.914,0,0.222,2,0.0872
409,5uVKDgMzeNVq4RKIlDj33U,Alguien Robo,"['Sebastian Yatra', 'Wisin', 'Nacho']",0.745,223613,0.914,0,0.222,2,0.0872
410,2B1GFAC0PGzSugljxcr8jE,Alguien Robo,"['Sebastian Yatra', 'Wisin', 'Nacho']",0.745,223613,0.914,0,0.222,2,0.0872
411,7kUFpBpCwbRTibZ60PBQo3,Alguien Robo,"['Sebastian Yatra', 'Wisin', 'Nacho']",0.745,223613,0.914,0,0.222,0,0.0872
412,5ZcqGdj2uvRS7M2uflIJvs,Alguien Robo,"['Sebastian Yatra', 'Wisin', 'Nacho']",0.745,223613,0.914,0,0.222,0,0.0872
413,5sTa8BwRYS2UlIJjsgGaOc,Alguien Robo,"['Sebastian Yatra', 'Wisin', 'Nacho']",0.745,223613,0.914,0,0.222,0,0.0872
414,57clhnVY4scnn6jvq8Jr13,Alguien Robo,"['Sebastian Yatra', 'Wisin', 'Nacho']",0.745,223613,0.914,0,0.222,0,0.0872
415,3KaMLQQOdaUB0tAiBh2iFM,Alguien Robo,"['Sebastian Yatra', 'Wisin', 'Nacho']",0.745,223613,0.914,0,0.222,0,0.0872
416,1hUEtCF6qGa5oehfjw3AMF,CÓMO SE SIENTE - Remix,"['Jhay Cortez', 'Bad Bunny']",0.807,227520,0.606,0,0.119,0,0.0872
417,1GAeL67NdP29nYSTHM1jEi,CÓMO SE SIENTE - Remix,"['Jhay Cortez', 'Bad Bunny']",0.807,227520,0.606,0,0.119,0,0.0872
418,0OvVQAitMsNnMU8bllELiO,CÓMO SE SIENTE - Remix,"['Jhay Cortez', 'Bad Bunny']",0.807,227520,0.606,0,0.119,0,0.0872
419,0IDpQnCWvXb3cwXh0ZCC8N,CÓMO SE SIENTE - Remix,"['Jhay Cortez', 'Bad Bunny']",0.807,227520,0.606,0,0.119,0,0.0872
420,6zEvr8VbUxRcfcCaM1cFMY,Sigo Extrañándote,['J Balvin'],0.896,201280,0.859,0.000109,0.212,0,0.21
421,4uf6hI9BIi5HYOknDy6kJn,Sigo Extrañándote,['J Balvin'],0.896,201280,0.859,0.000109,0.212,0,0.21
422,1kOaJ2ooHZkxhkONKnXF6o,Sigo Extrañándote,['J Balvin'],0.896,201280,0.859,0.000109,0.212,0,0.21
423,1Eu5ylLMCNcRGTtFHbzS02,Sigo Extrañándote,['J Balvin'],0.896,201280,0.859,0.000109,0.212,0,0.21
424,6RQ7qWUDHNBOtwYiAvROyG,Blame It On Me,['Morgan Wallen'],0.626,162667,0.836,0,0.319,49,0.0466
425,0djPodFcM12fLplTP5JlRs,Hey Boy - Stave Remix,"['Sia', 'Stave']",0.693,209677,0.715,0.00138,0.105,22,0.0703
426,0ccrazNMdkZmtq0UcSfGc9,Track 2,['EBKSleepy'],0.409,137205,0.7,0.0000378,0.193,0,0.123
427,7xVTOmtKL47SATqiZSubVV,Machucando,['Daddy Yankee'],0.846,178800,0.842,0.00000688,0.174,0,0.0783
428,6TAs3ySpcygNm05Iiua4on,Machucando,['Daddy Yankee'],0.846,178800,0.842,0.00000688,0.174,0,0.0783
429,1L663zGjiQVaQRQXmcYPJ7,Machucando,['Daddy Yankee'],0.846,178800,0.842,0.00000688,0.174,0,0.0783
430,2nVOSrxGjCqblT9CKqEMHi,Municiones,"['Anuel AA', 'Ozuna']",0.848,175880,0.537,0,0.12,58,0.0343
431,0oZMJz2nBgN9j71ycc7iao,Municiones,"['Anuel AA', 'Ozuna']",0.848,175880,0.537,0,0.12,55,0.0343
432,1fvbc6pT0AiccTIvMN0qFu,Que Tire Pa Lante,['Daddy Yankee'],0.659,210520,0.901,0,0.148,1,0.0358
433,3XdNXP8B3w4Ih5B6kncaRh,Que Tire Pa Lante,['Daddy Yankee'],0.659,210520,0.901,0,0.148,0,0.0358
434,3dept3vQirNNfLL2MD8oFz,Que Tire Pa Lante,['Daddy Yankee'],0.659,210520,0.901,0,0.148,0,0.0358
435,73O30uMI7n6DuzBmbtO7kC,Antes,"['Anuel AA', 'Ozuna']",0.817,206587,0.737,0.0000157,0.092,69,0.102
436,2VqyhB6GlBRLjKUrnqJEK1,Con Calma,"['Daddy Yankee', 'Snow']",0.737,193227,0.86,0.00000194,0.0574,2,0.0594
437,7mpRAl7Phw9WvhZN9TsulY,Con Calma,"['Daddy Yankee', 'Snow']",0.737,193227,0.86,0.00000194,0.0574,0,0.0594
438,3mA4U9OTSbBDF0LdtNXFfd,Con Calma,"['Daddy Yankee', 'Snow']",0.737,193227,0.86,0.00000194,0.0574,0,0.0594
439,2BYWsLvUXnK9awQsUB5HAb,En Lo Oscuro,['J Balvin'],0.768,194040,0.703,0,0.12,0,0.128
440,1Ikej6LZBeGyyTWSaZoowM,En Lo Oscuro,['J Balvin'],0.768,194040,0.703,0,0.12,0,0.128
441,7Lq7lV5MVDduhkRmqP9W4s,"An der schönen blauen Donau, Walzer, Op. 314","['Johann Strauss II', 'Riccardo Muti', 'Wiener Philharmoniker']",0.269,654107,0.0833,0.908,0.0673,37,0.0347
442,7Lq7lV5MVDduhkRmqP9W4s,"An der schönen blauen Donau, Walzer, Op. 314","['Johann Strauss II', 'Riccardo Muti', 'Wiener Philharmoniker']",0.269,654107,0.0833,0.908,0.0673,37,0.0347
443,3o96IhZJ6NL41WWTh97YJg,Azul,['J Balvin'],0.842,206373,0.828,0.00179,0.0579,0,0.0696
444,30TzzxVt1UTkSwAEb2c2Gh,Azul,['J Balvin'],0.842,206373,0.828,0.00179,0.0579,0,0.0696
445,2etHQJxIbV0soyPhelVs9Y,Best Friend (feat. Doja Cat),"['Saweetie', 'Doja Cat']",0.84,155884,0.766,0.00000361,0.0684,84,0.136
446,5wD8zS4bkKQT5NZuHWDp9W,Dile,['Don Omar'],0.822,206987,0.744,0.0000703,0.0692,0,0.094
447,5Q2F5r8PQFb2NRDGY8DFgs,Dile,['Don Omar'],0.822,206987,0.744,0.0000703,0.0692,0,0.094
448,4maU2LeTVypuJItVYJDPsr,Dile,['Don Omar'],0.822,206987,0.744,0.0000703,0.0692,0,0.094
449,41kcPQkzcx74pQnKn60zSt,Dile,['Don Omar'],0.822,206987,0.744,0.0000703,0.0692,0,0.094
450,2deYHwb0q4Dgwp5UqJUnKn,Dile,['Don Omar'],0.822,206987,0.744,0.0000703,0.0692,0,0.094
451,1U5NACRBnxjJDO5G6GBJ46,Dile,['Don Omar'],0.822,206987,0.744,0.0000703,0.0692,0,0.094
452,5LhyQmSodly1iggSAC48FX,Easy - Remix,"['Jhay Cortez', 'Ozuna']",0.891,219867,0.748,0.00000206,0.133,1,0.0976
453,4OnXxqHMsCr81EeZv1UG89,Easy - Remix,"['Jhay Cortez', 'Ozuna']",0.891,219867,0.748,0.00000206,0.133,0,0.0976
454,13vEjECBzQHwdOIzQsmwyw,Easy - Remix,"['Jhay Cortez', 'Ozuna']",0.891,219867,0.748,0.00000206,0.133,0,0.0976
455,2WH2flIgolgIJwqRkMMfIe,Where Is The Love?,['Black Eyed Peas'],0.832,273813,0.702,0,0.128,6,0.173
456,5pVKaP7HGwHEJQ0ucCV3W3,Where Is The Love?,['Black Eyed Peas'],0.832,273813,0.702,0,0.128,0,0.173
457,3QQucM0gOcaJgvCnbYBqXa,Where Is The Love?,['Black Eyed Peas'],0.832,273813,0.702,0,0.128,0,0.173
458,6HaTBEcfu9ItwAjeAUIx70,River Road,['ZAYN'],0.397,236040,0.245,0.00403,0.187,53,0.0397
459,7tue2Wemjd0FZzRtDrQFZd,A Little More,['Alessia Cara'],0.429,144720,0.211,0,0.196,0,0.036
460,52YtxLVUyvtiGPxwwxayHZ,A Little More,['Alessia Cara'],0.429,144720,0.211,0,0.196,0,0.036
461,4pPFI9jsguIh3wC7Otoyy8,A Little More,['Alessia Cara'],0.429,144720,0.211,0,0.196,0,0.036
462,45XnLMuqf3vRfskEAMUeCH,A Little More,['Alessia Cara'],0.429,144720,0.211,0,0.196,0,0.036
463,3N3Wi5Un7iT8amLezSRwub,A Little More,['Alessia Cara'],0.429,144720,0.211,0,0.196,0,0.036
464,4jNkbMOJUsMgA5i8rlTTsh,Pineapple,['KAROL G'],0.744,178347,0.66,0.00000158,0.331,0,0.0885
465,1hGHHKR7KFF2Wl78LBgKBz,Calamity,['ZAYN'],0.542,187560,0.291,0.000197,0.105,70,0.105
466,3U2OBINkbACIW8cOmPfTOH,Un Año,"['Sebastian Yatra', 'Reik']",0.771,164440,0.381,0,0.104,0,0.0516
467,320cjQ6RNp4UIy7XF5fuQ1,Un Año,"['Sebastian Yatra', 'Reik']",0.771,164440,0.381,0,0.104,0,0.0516
468,2Am2a7bfTIa7rb6gLPVRSG,Un Año,"['Sebastian Yatra', 'Reik']",0.771,164440,0.381,0,0.104,0,0.0516
469,3EmlUk8DcDUL8dpFJP1UQZ,Dura - Remix,"['Daddy Yankee', 'Natti Natasha', 'Becky G', 'Bad Bunny']",0.772,242160,0.803,0,0.434,1,0.0468
470,7uzaSYy9V4pOIzVH4sebKL,Hello,"['KAROL G', 'Ozuna']",0.802,194933,0.839,0.0000518,0.117,0,0.0592
471,6DRe6amZhznnqrxTURHYoP,Hello,"['KAROL G', 'Ozuna']",0.802,194933,0.839,0.0000518,0.117,0,0.0592
472,6bx2XjIfNlKcizYFFM8ecf,Hello,"['KAROL G', 'Ozuna']",0.802,194933,0.839,0.0000518,0.117,0,0.0592
473,4CRlkAw8jAbVdXCjySXmFl,Hello,"['KAROL G', 'Ozuna']",0.802,194933,0.839,0.0000518,0.117,0,0.0592
474,371SS9OeuFXXUvF3SECivH,Hello,"['KAROL G', 'Ozuna']",0.802,194933,0.839,0.0000518,0.117,0,0.0592
475,36YVsPZh2byKbodjUDyjTG,Hello,"['KAROL G', 'Ozuna']",0.802,194933,0.839,0.0000518,0.117,0,0.0592
476,2ljhKzXJAPBmRN0QIkxKHG,Hello,"['KAROL G', 'Ozuna']",0.802,194933,0.839,0.0000518,0.117,0,0.0592
477,2776pPgCa5KrLVUqNBtjfJ,Hello,"['KAROL G', 'Ozuna']",0.802,194933,0.839,0.0000518,0.117,0,0.0592
478,2w1q9wehnRIua1BsdjGZH5,Dura,['Daddy Yankee'],0.783,200480,0.84,0,0.412,3,0.051
479,5ElkjSlWChdFQxARqo7L9i,Dura,['Daddy Yankee'],0.783,200480,0.84,0,0.412,1,0.051
480,7rHpHOBjkQfpUrRoIzdWxF,Dura,['Daddy Yankee'],0.783,200480,0.84,0,0.412,0,0.051
481,43RcVRwZLd7tvJCJqdF1bu,Dura,['Daddy Yankee'],0.783,200480,0.84,0,0.412,0,0.051
482,3okQR1LqgnmW7uWqEF5R4b,Dura,['Daddy Yankee'],0.783,200480,0.84,0,0.412,0,0.051
483,612viEXUeK8z63ExQz3Al0,Sandunga,"['Don Omar', 'Tego Calderon']",0.857,181333,0.855,0.000102,0.0443,0,0.134
484,63049cMNsJZaTs9foQx4pM,Dale Don Dale,['Don Omar'],0.831,212413,0.818,0.000319,0.0892,0,0.0824
485,4ghjVc1WJCUgFfqA0s0q7D,Dale Don Dale,['Don Omar'],0.831,212413,0.818,0.000319,0.0892,0,0.0824
486,4GeYKBZ7h3aEkQ90Aiv0qB,Dale Don Dale,['Don Omar'],0.831,212413,0.818,0.000319,0.0892,0,0.0824
487,4dsj4VrAQlBjTLNc4LdMAL,Dale Don Dale,['Don Omar'],0.831,212413,0.818,0.000319,0.0892,0,0.0824
488,3RlgIx83HZrO0Gq7jC5Q8V,Dale Don Dale,['Don Omar'],0.831,212413,0.818,0.000319,0.0892,0,0.0824
489,4jM6Tl8062cc9gTJgTZTpx,One Step Closer - 100 gecs Reanimation,"['Linkin Park', '100 gecs']",0.632,141072,0.708,0.00306,0.125,67,0.0829
490,7eU8BOYjyat1yS1I16KqjY,New Year 2021 (ROUGH),['GabeGon'],0.791,113684,0.476,0.416,0.218,1,0.0718
491,7eU8BOYjyat1yS1I16KqjY,New Year 2021 (ROUGH),['GabeGon'],0.791,113684,0.476,0.416,0.218,1,0.0718
492,77ivpteJYcDnUJPbsMDlBv,Amor De Colegio - Live,"['Don Omar', 'Hector & Tito']",0.621,182120,0.886,0,0.389,0,0.0744
493,6dTfILshQ6T9MZKVmzn5Ij,Amor De Colegio - Live,"['Don Omar', 'Hector & Tito']",0.621,182120,0.886,0,0.389,0,0.0744
494,3ZUMYNGHGV4mEaLRD2qZ3w,Amor De Colegio - Live,"['Don Omar', 'Hector & Tito']",0.621,182120,0.886,0,0.389,0,0.0744
495,52lQXAisdbpJSQNrfHhaLi,Gasolina - Live,['Daddy Yankee'],0.669,306720,0.865,0,0.154,0,0.27
496,4r4igcED4vhJrOHvkkKbeL,Gasolina - Live,['Daddy Yankee'],0.669,306720,0.865,0,0.154,0,0.27
497,3JNyIPhXOql1RC6iog3hxt,Gasolina - Live,['Daddy Yankee'],0.669,306720,0.865,0,0.154,0,0.27
498,1uthn6tAonVDj7uNXAnYgJ,Gasolina,['Daddy Yankee'],0.85,192574,0.854,0.0000037,0.0692,3,0.0561
499,2kSUYFv8Q9AeP3nucN5gof,Gasolina,['Daddy Yankee'],0.85,192574,0.854,0.0000037,0.0692,2,0.0561
500,6o33TrzNMQ9PVZwH6GzL0B,Gasolina,['Daddy Yankee'],0.85,192574,0.854,0.0000037,0.0692,0,0.0561
501,63Qi7iGOxXDDjCo2iUwCt7,Perdido En Tus Ojos,"['Don Omar', 'Natti Natasha']",0.682,234480,0.88,0.00000672,0.179,0,0.0308
502,4gKNKDRZZyazemPQXisIDk,Perdido En Tus Ojos,"['Don Omar', 'Natti Natasha']",0.682,234480,0.88,0.00000672,0.179,0,0.0308
503,7IgDApXsnvdlCYsUEvuy55,Bonita,"['J Balvin', 'Jowell & Randy']",0.774,265933,0.873,0.00506,0.293,0,0.0418
504,78AAZsB9mEmCDhJQv30VsS,Bonita,"['J Balvin', 'Jowell & Randy']",0.774,265933,0.873,0.00506,0.293,0,0.0418
505,4F05WrqOTiSGDhd2fvTJkO,Bonita,"['J Balvin', 'Jowell & Randy']",0.774,265933,0.873,0.00506,0.293,0,0.0418
506,3oYTuvaOZOieElRP5lZ8zk,Bonita,"['J Balvin', 'Jowell & Randy']",0.774,265933,0.873,0.00506,0.293,0,0.0418
507,3oGE9FBTFakDh7wMjlumvO,Bonita,"['J Balvin', 'Jowell & Randy']",0.774,265933,0.873,0.00506,0.293,0,0.0418
508,3aaQ2YRYPlsOvya61O71tX,Bonita,"['J Balvin', 'Jowell & Randy']",0.774,265933,0.873,0.00506,0.293,0,0.0418
509,1yNDEKx7WKxQyl6EelWgRs,Bonita,"['J Balvin', 'Jowell & Randy']",0.774,265933,0.873,0.00506,0.293,0,0.0418
510,1MR0w2xikL7y0E4T1sUsZV,Bonita,"['J Balvin', 'Jowell & Randy']",0.774,265933,0.873,0.00506,0.293,0,0.0418
511,0pObNF2TpE1mQN2TNuu5cs,Bonita,"['J Balvin', 'Jowell & Randy']",0.774,265933,0.873,0.00506,0.293,0,0.0418
512,0GgqcpQ4GiK3shrOSymopA,Bonita,"['J Balvin', 'Jowell & Randy']",0.774,265933,0.873,0.00506,0.293,0,0.0418
513,2nXI05Uvr9yv8s0Q1gZET9,Kobe En LA,['Jhay Cortez'],0.767,225787,0.757,0.0000025,0.336,0,0.062
514,74clf1HmwcMA4bSV9sBG4S,River Road,['ZAYN'],0.537,236040,0.246,0.00383,0.188,69,0.0344
515,0L4TNsqjUesPdoz6HwY1s1,Friendly New Years Resolutions,['Peaceful Autumn Instrumental Jazz'],0.618,114985,0.0196,0.891,0.126,1,0.121
516,0L4TNsqjUesPdoz6HwY1s1,Friendly New Years Resolutions,['Peaceful Autumn Instrumental Jazz'],0.618,114985,0.0196,0.891,0.126,1,0.121
517,6xGdjzGQ3innlYpjJCn7op,Vibez,['ZAYN'],0.624,163347,0.671,0.014,0.119,56,0.0895
518,6T6D9CIrHkALcHPafDFA6L,Vibez,['ZAYN'],0.643,163347,0.671,0.0178,0.12,72,0.0842
519,44ngiCPfS8FfdJOqN0eULl,Tightrope,['ZAYN'],0.644,204747,0.48,0.0173,0.0911,72,0.0328
520,45qIVmUXgkO6A52qOYWpQK,Tightrope,['ZAYN'],0.645,204747,0.48,0.0191,0.0911,56,0.0328
521,6kvkeyecVANEVJRgUjn6ux,Créeme,"['KAROL G', 'Maluma']",0.714,214293,0.874,0.000146,0.105,0,0.0549
522,3xNfV02qjJfdMcDeZqteJ4,Morado,['J Balvin'],0.881,200667,0.696,0.0000406,0.0927,0,0.0797
523,1eOwfm5On0pyMa9Siyx1jI,Morado,['J Balvin'],0.881,200667,0.696,0.0000406,0.0927,0,0.0797
524,1ZGGPBe1UqJjOI7wPbIb0p,Smart Music for 2021,['Upbeat Morning Music'],0.638,131704,0.0175,0.92,0.0794,0,0.198
525,1ZGGPBe1UqJjOI7wPbIb0p,Smart Music for 2021,['Upbeat Morning Music'],0.638,131704,0.0175,0.92,0.0794,0,0.198
526,1aDvlKtvTA8SJqBbGL7Nyw,"Bad'ner Mad'ln, Walzer, Op. 257","['Karel Komzák, Jr.', 'Riccardo Muti', 'Wiener Philharmoniker']",0.345,496307,0.135,0.878,0.0927,34,0.0313
527,1aDvlKtvTA8SJqBbGL7Nyw,"Bad'ner Mad'ln, Walzer, Op. 257","['Karel Komzák, Jr.', 'Riccardo Muti', 'Wiener Philharmoniker']",0.345,496307,0.135,0.878,0.0927,34,0.0313
528,1EMyySLHxW9SopH6CJCiUW,Nye One Minute Countdown - (120BPM),['Framewerk'],0.193,83167,0.545,0.532,0.501,0,0.0482
529,0BOGQLMOnorY8ibLrZiuv5,Legend of the Great Race,['Asian Tradition Universe'],0.521,172935,0.561,0.912,0.179,0,0.0285
530,0BOGQLMOnorY8ibLrZiuv5,Legend of the Great Race,['Asian Tradition Universe'],0.521,172935,0.561,0.912,0.179,0,0.0285
531,7nWICHrOpq4mNelpzvfW8j,Grubenlichter-Walzer,"['Carl Zeller', 'Riccardo Muti', 'Wiener Philharmoniker']",0.293,460707,0.161,0.926,0.0477,33,0.0324
532,7nWICHrOpq4mNelpzvfW8j,Grubenlichter-Walzer,"['Carl Zeller', 'Riccardo Muti', 'Wiener Philharmoniker']",0.293,460707,0.161,0.926,0.0477,33,0.0324
533,20vM5hycZtDFwvpNWXU6su,Fantasia Sexual,"['Myke Towers', 'Rauw Alejandro', 'Lunay', 'Brytiago', 'Revol']",0.831,253469,0.625,0,0.104,73,0.0851
534,2e6XFYxUinEkIGIw2lmqdB,Cuando Bebe,"['Jhay Cortez', 'Rafa Pabön']",0.82,253747,0.722,0,0.0851,0,0.056
535,2tRveLHaiu52QGmBP1mKRi,Medusa,"['Jhay Cortez', 'Anuel AA', 'J Balvin']",0.887,305187,0.598,0.00000292,0.109,0,0.212
536,4cFlR1fdNeohukua2nbYZR,Sin Compromiso,['J Balvin'],0.774,189027,0.914,0,0.427,4,0.159
537,718ZALwo4OYM8DjPSQGhx5,Sin Compromiso,['J Balvin'],0.774,189027,0.914,0,0.427,0,0.159
538,4Rc7LRKtuWbzhpe58a6LTq,Sin Compromiso,['J Balvin'],0.774,189027,0.914,0,0.427,0,0.159
539,2hwGQc8U7aBh366lAOsvl1,Sin Compromiso,['J Balvin'],0.774,189027,0.914,0,0.427,0,0.159
540,0D2KRUZc4OG3ThguzsrAOL,Sin Compromiso,['J Balvin'],0.774,189027,0.914,0,0.427,0,0.159
541,0yq9JFpiVj02vgxLJxRR4E,Casi Nada,['KAROL G'],0.734,219027,0.848,0.0000474,0.0993,2,0.0362
542,7tWEC1CrqTSNR4hjQgnVtr,Casi Nada,['KAROL G'],0.734,219027,0.848,0.0000474,0.0993,0,0.0362
543,65i7J6LftkUbYH3w7IoQzE,Casi Nada,['KAROL G'],0.734,219027,0.848,0.0000474,0.0993,0,0.0362
544,5Xn60BDQC4mZZk6rYeZPOr,Casi Nada,['KAROL G'],0.734,219027,0.848,0.0000474,0.0993,0,0.0362
545,4KhG85KLjNIYehsWsPOOJf,Casi Nada,['KAROL G'],0.734,219027,0.848,0.0000474,0.0993,0,0.0362
546,3iqkGUcnsizvqgztlxCtT9,Casi Nada,['KAROL G'],0.734,219027,0.848,0.0000474,0.0993,0,0.0362
547,0nepVM9cc8IXexQfhkX4lK,Casi Nada,['KAROL G'],0.734,219027,0.848,0.0000474,0.0993,0,0.0362
548,5wfONZXHCFSlfk6C1rNgOZ,Away From the Crowds,"['Mysterious World Music', 'Relaxing Zen Music Ensemble']",0.297,187522,0.263,0.619,0.554,0,0.0585
549,5wfONZXHCFSlfk6C1rNgOZ,Away From the Crowds,"['Mysterious World Music', 'Relaxing Zen Music Ensemble']",0.297,187522,0.263,0.619,0.554,0,0.0585
550,4fgwptU5X5G3loTmc7KwSQ,Away From the Crowds,['Oriental Music Zone'],0.297,187522,0.263,0.619,0.554,0,0.0585
551,4fgwptU5X5G3loTmc7KwSQ,Away From the Crowds,['Oriental Music Zone'],0.297,187522,0.263,0.619,0.554,0,0.0585
552,4fgwptU5X5G3loTmc7KwSQ,Away From the Crowds,['Oriental Music Zone'],0.297,187522,0.263,0.619,0.554,0,0.0585
553,7AZ1PDBr5PzXUrT5Ko47Dv,Jazz Piano Soundtrack for New Years Resolutions,['Dinner Music Chill'],0.691,118422,0.0295,0.861,0.111,6,0.272
554,7AZ1PDBr5PzXUrT5Ko47Dv,Jazz Piano Soundtrack for New Years Resolutions,['Dinner Music Chill'],0.691,118422,0.0295,0.861,0.111,6,0.272
555,7hB4YhGohK0ovcloNZ5LiP,The Meadowlands - Live Demo 2012,['Minartist'],0.685,273865,0.345,0.199,0.115,0,0.0283
556,0baTSZ6tf3qqhDH10zJUbl,Relaxing Moods for New Years Resolutions,['Office Work Music'],0.692,151580,0.0149,0.969,0.108,4,0.182
557,0baTSZ6tf3qqhDH10zJUbl,Relaxing Moods for New Years Resolutions,['Office Work Music'],0.692,151580,0.0149,0.969,0.108,4,0.182
558,54cYoH3b69071A1lEB9Fbp,Adictiva,"['Daddy Yankee', 'Anuel AA']",0.787,207853,0.771,0.0000565,0.172,0,0.0563
559,33fH2Be97Bm57BHDuq6kaJ,Adictiva,"['Daddy Yankee', 'Anuel AA']",0.787,207853,0.771,0.0000565,0.172,0,0.0563
560,2Rqenwp6coWLfT78mkazCN,Adictiva,"['Daddy Yankee', 'Anuel AA']",0.787,207853,0.771,0.0000565,0.172,0,0.0563
561,1kiYOxcSJpqbfu7GeMnckO,Adictiva,"['Daddy Yankee', 'Anuel AA']",0.787,207853,0.771,0.0000565,0.172,0,0.0563
562,0mAC4EI7nheK5ukxgtuMi6,Adictiva,"['Daddy Yankee', 'Anuel AA']",0.787,207853,0.771,0.0000565,0.172,0,0.0563
563,758m8IIxV4FAyh6oP5IhH4,Dashing New Years Resolutions,['Cool Jazz Chill'],0.665,137183,0.0247,0.799,0.121,2,0.161
564,758m8IIxV4FAyh6oP5IhH4,Dashing New Years Resolutions,['Cool Jazz Chill'],0.665,137183,0.0247,0.799,0.121,2,0.161
565,4DSTj76jnRWOMFyC6UL9sa,The Ballad of Virgil Sandstone - live demo 2012,['Minartist'],0.546,170995,0.566,0.767,0.364,0,0.037
566,1A7eZhhrZtWhhZPD6rzR9N,missing you,['Mattia Pascolini'],0.387,259200,0.936,0.855,0.158,0,0.0654
567,1A7eZhhrZtWhhZPD6rzR9N,missing you,['Mattia Pascolini'],0.387,259200,0.936,0.855,0.158,0,0.0654
568,4pYqcYPoZ2iwBpAN7C8IZe,Terrorist,['Esel1'],0.678,336000,0.981,0.0881,0.519,0,0.123
569,2GIJ1Lw3ZoYUUYCABVjPcQ,Baby,"['Sfera Ebbasta', 'J Balvin']",0.755,193555,0.882,0.00142,0.103,1,0.0532
570,4XWaTX2GUxhfJ6jTzMKmHn,Pursuit - Winter 2021,['Sam97'],0.412,156000,0.397,0.953,0.11,0,0.03
571,4XWaTX2GUxhfJ6jTzMKmHn,Pursuit - Winter 2021,['Sam97'],0.412,156000,0.397,0.953,0.11,0,0.03
572,5ErfzWY3zfzI9Csqr1Ue5c,Happy New Year 2 You 2021,['Shikha Singh'],0.708,284410,0.854,0,0.138,0,0.0989
573,5ErfzWY3zfzI9Csqr1Ue5c,Happy New Year 2 You 2021,['Shikha Singh'],0.708,284410,0.854,0,0.138,0,0.0989
574,0YSo6HHLJl9HZ6RRO60esh,Getting Ready,['Jazzp'],0.72,101590,0.626,0.918,0.124,0,0.0395
575,0YSo6HHLJl9HZ6RRO60esh,Getting Ready,['Jazzp'],0.72,101590,0.626,0.918,0.124,0,0.0395
576,4qG2TLX6ELa9YZBdHO4gMx,Red Lantern,"['Chinese Relaxation and Meditation', 'Asian Traditional Music']",0.627,178035,0.5,0.0000519,0.0871,1,0.0316
577,4qG2TLX6ELa9YZBdHO4gMx,Red Lantern,"['Chinese Relaxation and Meditation', 'Asian Traditional Music']",0.627,178035,0.5,0.0000519,0.0871,1,0.0316
578,1lyuIQMuJql2Cat4fNIaWN,THE COOK UP,['BeatStrumentalz'],0.594,143952,0.683,0.78,0.117,0,0.0304
